File Path,Latitude,Longitude
/Users/mmt11294/Desktop/DotpeData/Codebase/repos/go-cli/images/anubis.jpg,49.254508,-123.100225
/Users/mmt11294/Desktop/DotpeData/Codebase/repos/go-cli/images/bird.jpeg,48.564389,-123.439142
/Users/mmt11294/Desktop/DotpeData/Codebase/repos/go-cli/images/more_images/wax-card.jpg,49.254486,-123.100181
